Date,Open,High,Low,Close,Adj Close
2000/1/1,8644.910156,9753.719727,8642.5,9744.889648,9744.852539
2000/2/1,9829.679688,10393.58984,9407.790039,9435.94043,9435.90625
2000/3/1,9572.240234,10071.25977,8250.459961,9854.950195,9854.913086
2000/4/1,9892.780273,10328.98047,8458.400391,8824.360352,8824.328125
2000/5/1,8836.830078,9146.589844,8281.679688,8939.519531,8939.486328
2000/6/1,8936.429688,9209.480469,8050.02002,8265.089844,8265.057617
2000/7/1,8260.950195,8643.209961,7723.439941,8114.919922,8114.88916
2000/8/1,8171.580078,8305.669922,7440.810059,7616.97998,7616.951172
2000/9/1,7659.819824,7829.339844,6425.580078,6432.359863,6432.335449
2000/10/1,6165.640137,6367.390137,5074.439941,5544.180176,5544.159668
2000/11/1,5552.299805,6164.620117,4760.680176,5256.930176,5256.910645
2000/12/1,5173.02002,5403.140137,4555.910156,4743.939941,4743.922363
2001/1/1,4717.490234,5992.430176,4678,5936.200195,5936.178223
2001/2/1,5927.25,6198.220215,5653.859863,5674.689941,5674.668945
2001/3/1,5581.950195,5981.310059,5471.620117,5797.919922,5797.898926
2001/4/1,5797.850098,5797.850098,5345.600098,5381.669922,5381.649902
2001/5/1,5469.950195,5502.529785,4902.220215,5048.859863,5048.84082
2001/6/1,5090.660156,5318.709961,4741.540039,4883.430176,4883.411621
2001/7/1,4886.490234,4906.819824,4008.080078,4352.97998,4352.963867
2001/8/1,4402.709961,4715.200195,4303.339844,4509.439941,4509.42334
2001/9/1,4520,4526.27002,3411.679932,3636.939941,3636.926025
2001/10/1,3623.669922,4104.209961,3436.25,3903.48999,3903.475586
2001/11/1,3939.080078,4722.180176,3910.840088,4441.120117,4441.103516
2001/12/1,4534.370117,5651.97998,4532.189941,5551.240234,5551.219727
2002/1/1,5575.339844,6049.120117,5375.399902,5872.140137,5872.118164
2002/2/1,5948.100098,6048.649902,5492.939941,5696.109863,5696.088867
2002/3/1,5672.029785,6326.430176,5645.799805,6167.470215,6167.446777
2002/4/1,6118.450195,6484.930176,6009.450195,6065.72998,6065.70752
2002/5/1,6099.27002,6106.77002,5421.799805,5675.649902,5675.628906
2002/6/1,5628.27002,5656.910156,5048.310059,5153.709961,5153.69043
2002/7/1,5124.5,5460.089844,4796.450195,4940.379883,4940.361328
2002/8/1,4923.290039,5030.240234,4506.600098,4764.939941,4764.922363
2002/9/1,4756.009766,4756.009766,4082.939941,4191.810059,4191.793945
2002/10/1,4146.669922,4682.939941,3845.76001,4579.140137,4579.123047
2002/11/1,4596.689941,4862.660156,4486.339844,4646.689941,4646.672852
2002/12/1,4655.419922,4867.22998,4413.140137,4452.450195,4452.433594
2003/1/1,4460.569824,5141.799805,4431.189941,5015.160156,5015.141113
2003/2/1,4975.649902,4975.649902,4385.609863,4432.459961,4432.443848
2003/3/1,4483.439941,4619.97998,4240.600098,4321.220215,4321.204102
2003/4/1,4275.390137,4677.419922,4044.72998,4148.069824,4148.053711
2003/5/1,4130.600098,4639.009766,4108.669922,4555.899902,4555.882813
2003/6/1,4620.540039,5089.080078,4612.100098,4872.149902,4872.131348
2003/7/1,4893.580078,5504.379883,4893.580078,5318.339844,5318.320313
2003/8/1,5365.72998,5692.930176,5174.77002,5650.830078,5650.809082
2003/9/1,5690.839844,5809.430176,5591.330078,5611.410156,5611.38916
2003/10/1,5599.100098,6173.850098,5560.549805,6045.120117,6045.097656
2003/11/1,6054.310059,6182.200195,5740.569824,5771.77002,5771.749023
2003/12/1,5768.689941,5945.529785,5718.439941,5890.689941,5890.667969
2004/1/1,5907.149902,6421.450195,5907.149902,6375.379883,6375.355469
2004/2/1,6379.97998,6756.759766,6210.350098,6750.540039,6750.51416
2004/3/1,6816.790039,7135,6020.640137,6522.189941,6522.165039
2004/4/1,6504.540039,6916.310059,6023.580078,6117.810059,6117.787598
2004/5/1,6102.600098,6191.839844,5450.720215,5977.839844,5977.817871
2004/6/1,5991.490234,6010.5,5514.169922,5839.439941,5839.417969
2004/7/1,5849.740234,5870.589844,5280.419922,5420.569824,5420.549316
2004/8/1,5404.189941,5864.569824,5255.060059,5765.540039,5765.519043
2004/9/1,5799.819824,5970.290039,5712.950195,5845.689941,5845.667969
2004/10/1,5869.419922,6135.549805,5597.799805,5705.930176,5705.90918
2004/11/1,5725.649902,6088.120117,5628.25,5844.759766,5844.737793
2004/12/1,5778.060059,6160.959961,5745.049805,6139.689941,6139.66748
2005/1/1,6166.390137,6183.149902,5734.870117,5994.22998,5994.20752
2005/2/1,6015.779785,6233.529785,5979.919922,6207.830078,6207.806641
2005/3/1,6227.419922,6267.52002,5940.180176,6005.879883,6005.857422
2005/4/1,6010.709961,6048.370117,5565.410156,5818.069824,5818.04834
2005/5/1,5845.140137,6026.529785,5793.25,6011.560059,6011.537598
2005/6/1,6002.549805,6401.810059,5962.879883,6241.939941,6241.916504
2005/7/1,6240.080078,6480.970215,6180.580078,6311.97998,6311.956055
2005/8/1,6320.669922,6481.620117,5976.399902,6033.470215,6033.447754
2005/9/1,6081.709961,6186.120117,5894.990234,6118.609863,6118.587402
2005/10/1,6128.970215,6171.870117,5618.899902,5764.299805,5764.278809
2005/11/1,5803.25,6212.350098,5786.640137,6203.470215,6203.446777
2005/12/1,6196.359863,6600.169922,6162.859863,6548.339844,6548.314941
2006/1/1,6457.609863,6797.200195,6373.629883,6532.180176,6532.155273
2006/2/1,6592.189941,6747.430176,6466.209961,6561.629883,6561.60498
2006/3/1,6518,6685.450195,6344.72998,6613.970215,6613.945313
2006/4/1,6627.319824,7229.350098,6615.97998,7171.77002,7171.742676
2006/5/1,7174.930176,7476.069824,6791.109863,6846.950195,6846.924316
2006/6/1,6874.660156,6967.379883,6268.919922,6704.410156,6704.384277
2006/7/1,6727.22998,6789.549805,6232.490234,6454.580078,6454.555664
2006/8/1,6464.589844,6761.790039,6405.089844,6611.77002,6611.745117
2006/9/1,6631.830078,6961.919922,6550.029785,6883.049805,6883.023926
2006/10/1,6907.430176,7159.850098,6874.97998,7021.319824,7021.293945
2006/11/1,7036.069824,7567.720215,7005.129883,7567.720215,7567.691406
2006/12/1,7587.509766,7823.720215,7369.089844,7823.720215,7823.690918
2007/1/1,7871.410156,7999.419922,7599.549805,7699.640137,7699.611328
2007/2/1,7751.299805,7950.200195,7679.779785,7901.959961,7901.929688
2007/3/1,7707.629883,7928.029785,7306.069824,7884.410156,7884.379883
2007/4/1,7888.169922,8108.5,7843.049805,7875.419922,7875.390137
2007/5/1,7900.759766,8256.25,7861.430176,8144.950195,8144.919434
2007/6/1,8236.759766,8985.929688,8224.280273,8883.209961,8883.176758
2007/7/1,8903.769531,9807.910156,8849.349609,9287.25,9287.21582
2007/8/1,9188.599609,9265.700195,7987.609863,8982.160156,8982.126953
2007/9/1,9018.889648,9474.049805,8841.639648,9411.950195,9411.916016
2007/10/1,9523.980469,9859.650391,9275.719727,9711.370117,9711.333008
2007/11/1,9780.589844,9785.75,8207.969727,8586.400391,8586.368164
2007/12/1,8623.120117,8804.929688,7664.620117,8506.280273,8506.248047
2008/1/1,8491.570313,8546.200195,7384.609863,7521.129883,7521.101563
2008/2/1,7613.580078,8473.709961,7530.370117,8412.759766,8412.727539
2008/3/1,8213.700195,9049.230469,7900.799805,8572.589844,8572.557617
2008/4/1,8593.200195,9194.860352,8419.719727,8919.919922,8919.886719
2008/5/1,8998.05957,9309.950195,8548.320313,8619.080078,8619.047852
2008/6/1,8638.480469,8809.330078,7466.200195,7523.540039,7523.511719
2008/7/1,7528.540039,7569.180176,6708.459961,7024.060059,7024.03418
2008/8/1,6920.75,7376.689941,6809.959961,7046.109863,7046.083984
2008/9/1,6967.220215,6967.220215,5530.189941,5719.279785,5719.258789
2008/10/1,5854,5854,4110.089844,4870.660156,4870.641602
2008/11/1,4925.740234,5095.97998,3955.429932,4460.490234,4460.473633
2008/12/1,4436.120117,4750.959961,4190.02002,4591.220215,4591.203125
2009/1/1,4725.259766,4817.439941,4164.189941,4247.970215,4247.954102
2009/2/1,4277.100098,4607.970215,4240.080078,4557.149902,4557.132813
2009/3/1,4528.27002,5468.490234,4328.049805,5210.839844,5210.820313
2009/4/1,5271.830078,6071.060059,5271.830078,5992.569824,5992.547363
2009/5/1,6285.600098,6930.589844,6256.290039,6890.439941,6890.414063
2009/6/1,7033.330078,7084.830078,6100.080078,6432.160156,6432.135742
2009/7/1,6445.850098,7185.52002,6433.689941,7077.709961,7077.683594
2009/8/1,7036.470215,7138.939941,6629.100098,6825.950195,6825.924316
2009/9/1,6834.629883,7558.879883,6807.620117,7509.169922,7509.14209
2009/10/1,7581.379883,7811.919922,7233.629883,7340.080078,7340.052246
2009/11/1,7238.299805,7875.47998,7218.890137,7582.209961,7582.181152
2009/12/1,7615.950195,8188.799805,7549.009766,8188.109863,8188.079102
2010/1/1,8222.419922,8395.389648,7481.899902,7640.439941,7640.411133
2010/2/1,7653.890137,7661.700195,7173.180176,7436.100098,7436.072266
2010/3/1,7492.839844,7994.620117,7451.089844,7920.060059,7920.029785
2010/4/1,7952.620117,8190.009766,7842.069824,8004.25,8004.219238
2010/5/1,7979.799805,8022.450195,7032.399902,7373.97998,7373.952148
2010/6/1,7327.009766,7645.709961,7048.600098,7329.370117,7329.342285
2010/7/1,7326.890137,7807.069824,7251.600098,7760.629883,7760.601074
2010/8/1,7829.189941,8054.290039,7577.100098,7616.279785,7616.250977
2010/9/1,7643.609863,8286.929688,7625.720215,8237.780273,8237.748047
2010/10/1,8259.080078,8386.290039,7992.810059,8287.089844,8287.057617
2010/11/1,8343.519531,8473.660156,8226.709961,8372.480469,8372.448242
2010/12/1,8430.599609,8990.379883,8428.639648,8972.5,8972.466797
2011/1/1,9039.629883,9154.929688,8738.929688,9145.349609,9145.31543
2011/2/1,9220.69043,9220.69043,8470.089844,8599.650391,8599.618164
2011/3/1,8611.790039,8829.230469,8070.52002,8683.299805,8683.267578
2011/4/1,8697.839844,9099.75,8592.230469,9007.870117,9007.836914
2011/5/1,9014.330078,9082.009766,8673.379883,8988.839844,8988.806641
2011/6/1,8999.839844,9089.469727,8433.459961,8652.589844,8652.557617
2011/7/1,8684.389648,8842.169922,8410.44043,8644.179688,8644.147461
2011/8/1,8629.969727,8707.870117,7148.759766,7741.359863,7741.331055
2011/9/1,7799.180176,7886.040039,6877.120117,7225.379883,7225.352539
2011/10/1,7128.660156,7743.370117,6889.990234,7587.689941,7587.661133
2011/11/1,7547.240234,7683.089844,6744.259766,6904.120117,6904.094238
2011/12/1,7132.410156,7199.259766,6609.109863,7072.080078,7072.054199
2012/1/1,7005.390137,7517.080078,7005.390137,7517.080078,7517.051758
2012/2/1,7520.359863,8121.439941,7488.970215,8121.439941,8121.40918
2012/3/1,8127.569824,8170.720215,7775.75,7933,7932.969727
2012/4/1,7905.879883,7928.430176,7422.140137,7501.720215,7501.692383
2012/5/1,7511.759766,7704.870117,7047.319824,7301.5,7301.472168
2012/6/1,7213.689941,7334.629883,6857.350098,7296.279785,7296.251953
2012/7/1,7332.089844,7442.549805,6922.72998,7270.490234,7270.462402
2012/8/1,7242.580078,7536.319824,7186.779785,7397.060059,7397.032227
2012/9/1,7430.399902,7789.390137,7313.560059,7715.160156,7715.131348
2012/10/1,7702.120117,7727.529785,7091.189941,7166.049805,7166.022949
2012/11/1,7141.970215,7590.689941,7050.049805,7580.169922,7580.141113
2012/12/1,7582.649902,7757.089844,7491.52002,7699.5,7699.471191
2013/1/1,7738.049805,7855.160156,7603.27002,7850.02002,7849.990723
2013/2/1,7853.75,8029.100098,7832,7897.97998,7897.949707
2013/3/1,7917.720215,8089.209961,7786.560059,7918.609863,7918.57959
2013/4/1,7934.25,8115.589844,7688.620117,8093.660156,8093.629395
2013/5/1,8111.430176,8439.150391,8095.700195,8254.799805,8254.767578
2013/6/1,8177.970215,8250.169922,7663.22998,8062.209961,8062.179199
2013/7/1,8011.950195,8265.700195,7877.060059,8107.939941,8107.90918
2013/8/1,8110.72998,8162.910156,7737.330078,8021.890137,8021.859375
2013/9/1,8010.149902,8310.94043,7993.129883,8173.870117,8173.839355
2013/10/1,8173.990234,8469.580078,8172.790039,8450.05957,8450.027344
2013/11/1,8474.469727,8476.629883,8093.819824,8406.830078,8406.797852
2013/12/1,8429.240234,8647.240234,8313.870117,8611.509766,8611.477539
2014/1/1,8618.599609,8668.950195,8442.19043,8462.570313,8462.538086
2014/2/1,8290.169922,8647.900391,8230.459961,8639.580078,8639.547852
2014/3/1,8627.150391,8849.280273,8508.009766,8849.280273,8849.248047
2014/4/1,8847.339844,9022.280273,8671.650391,8791.44043,8791.408203
2014/5/1,8846.860352,9139.570313,8803.429688,9075.910156,9075.875977
2014/6/1,9106.610352,9393.070313,9070.450195,9393.070313,9393.036133
2014/7/1,9393.070313,9593.679688,9313.870117,9315.849609,9315.81543
2014/8/1,9223.75,9502.419922,9014.889648,9436.269531,9436.235352
2014/9/1,9474.410156,9532.660156,8860.169922,8966.919922,8966.886719
2014/10/1,8958.870117,9122.540039,8501.290039,8974.759766,8974.726563
2014/11/1,9009.379883,9217.730469,8828.150391,9187.150391,9187.116211
2014/12/1,9038.410156,9338.05957,8826.030273,9307.259766,9307.225586
2015/1/1,9292.30957,9523.730469,9043.44043,9361.910156,9361.875977
2015/2/1,9368.830078,9699.540039,9352.19043,9622.099609,9622.063477
2015/3/1,9665.110352,9775.629883,9472.540039,9586.44043,9586.404297
2015/4/1,9575.110352,10014.28027,9503.530273,9820.049805,9820.012695
2015/5/1,9853.509766,9871.650391,9536.160156,9701.070313,9701.033203
2015/6/1,9688.129883,9692.339844,9170.089844,9323.019531,9322.985352
2015/7/1,9311.759766,9404.759766,8516.230469,8665.339844,8665.307617
2015/8/1,8636.530273,8636.530273,7203.069824,8174.919922,8174.88916
2015/9/1,8117.5,8488.530273,7907.310059,8181.240234,8181.209473
2015/10/1,8194.299805,8757.139648,8170.779785,8554.30957,8554.277344
2015/11/1,8571.530273,8871.870117,8217.339844,8320.610352,8320.578125
2015/12/1,8359.269531,8535.360352,7980.589844,8338.05957,8338.027344
2016/1/1,8315.790039,8326.330078,7627.890137,8080.600098,8080.569336
2016/2/1,8164.240234,8432.740234,7953.990234,8411.160156,8411.12793
2016/3/1,8381.379883,8840.75,8378.05957,8744.830078,8744.810547
2016/4/1,8700.379883,8743.349609,8352.230469,8377.900391,8377.880859
2016/5/1,8362.349609,8563.400391,7999.97998,8535.589844,8535.570313
2016/6/1,8516.080078,8754.820313,8374.259766,8666.580078,8666.560547
2016/7/1,8692.480469,9085.910156,8569.150391,8984.410156,8984.396484
2016/8/1,9008.740234,9200.419922,8928.330078,9068.849609,9068.835938
2016/9/1,9055.730469,9303.129883,8885.549805,9166.849609,9166.836914
2016/10/1,9219.519531,9399.969727,9074.990234,9290.120117,9290.107422
2016/11/1,9272.299805,9296.860352,8879.69043,9240.709961,9240.697266
2016/12/1,9245.549805,9430.339844,9078.639648,9253.5,9253.493164
2017/1/1,9252.55957,9468.339844,9235.950195,9447.950195,9447.943359
2017/2/1,9502.25,9869.589844,9413.769531,9750.469727,9750.462891
2017/3/1,9751.120117,9976.610352,9562.75,9811.519531,9811.512695
2017/4/1,9856.44043,9949.480469,9622.25,9872,9871.993164
2017/5/1,9926.44043,10121.87988,9895.650391,10040.71973,10040.71289
2017/6/1,10064.44043,10545.7002,10033.25,10395.07031,10395.07031
2017/7/1,10368.99023,10537.41992,10283.9502,10427.33008,10427.33008
2017/8/1,10408.53027,10619.41992,10225.28027,10585.78027,10585.78027
2017/9/1,10576.26953,10664.17969,10257.01953,10329.94043,10329.94043
2017/10/1,10425.09961,10842.25,10414.53027,10793.79981,10793.79981
2017/11/1,10816.04004,10882.65039,10560.44043,10560.44043,10560.44043
2017/12/1,10591.62012,10665.91992,10322.75977,10642.86035,10642.86035
2018/1/1,10664.82031,11270.17969,10650.76953,11103.79004,11103.79004
2018/2/1,11139.40039,11212.09961,10189.04004,10815.46973,10815.46973
2018/3/1,10779.09961,11120.2002,10638.98047,10906.21973,10906.21973
2018/4/1,10936.25977,11016.34961,10478.98047,10657.87988,10657.87988
2018/5/1,10665.51953,11034.12012,10500.96973,10874.95996,10874.95996
2018/6/1,10882.67969,11261.67969,10633.00977,10836.91016,10836.91016
2018/7/1,10852.16992,11080.41016,10523.58008,11057.50977,11057.50977
2018/8/1,11062.36035,11186.04981,10606.25977,11063.94043,11063.94043
2018/9/1,11087.86035,11097.11035,10667.25,11006.33984,11006.33984
2018/10/1,11014.19043,11064.33984,9400.69043,9802.129883,9802.129883
2018/11/1,9812.200195,10014.41992,9616.160156,9888.030273,9888.030273
2018/12/1,9979.209961,10148.75,9473.299805,9727.410156,9727.410156
2019/1/1,9725.269531,10020.59961,9319.280273,9932.259766,9932.259766
2019/2/1,10029.83984,10416.91016,9988.830078,10389.16992,10389.16992
2019/3/1,10385.25,10667.94043,10204.20996,10641.04004,10641.04004
2019/4/1,10714.67969,11077.99023,10627.00977,10967.73047,10967.73047
2019/5/1,10992.75977,11097,10227.44043,10498.49023,10498.49023
2019/6/1,10482.4502,10840.29004,10371.08008,10730.83008,10730.83008
2019/7/1,10821.29981,10994.44043,10680.84961,10823.80957,10823.80957
2019/8/1,10773.05957,10773.25,10180.04004,10618.04981,10618.04981
2019/9/1,10613.19043,10971.54004,10557.03027,10829.67969,10829.67969
2019/10/1,10855.59961,11428.41992,10809.28027,11358.70996,11358.70996
2019/11/1,11373.7002,11668.2002,11335.50977,11489.57031,11489.57031
2019/12/1,11509.94043,12125.90039,11454.37988,11997.13965,11997.13965
2020/1/1,12026.5,12197.63965,11418.21973,11495.09961,11495.09961
2020/2/1,11365.90039,11854.98047,11138.03027,11292.16992,11292.16992
2020/3/1,11184.66016,11525.32031,8523.629883,9708.05957,9708.05957
2020/4/1,9726.200195,11012.78027,9651.519531,10992.13965,10992.13965
2020/5/1,10781.50977,11087.53027,10658.5,10942.16016,10942.16016
2020/6/1,10971.40039,11771.12012,10971.40039,11621.24023,11621.24023
2020/7/1,11622.63965,13031.7002,11622.63965,12664.79981,12664.79981
2020/8/1,12642.73047,12981.58008,12144.75977,12591.4502,12591.4502
2020/9/1,12617.38965,13021.67969,12149.80957,12515.61035,12515.61035
2020/10/1,12567.87988,12997.79004,12519.12012,12546.33984,12546.33984
2020/11/1,12565.32031,13969.38965,12480.66016,13722.88965,13722.88965
2020/12/1,13810.54981,14760.05957,13749.70996,14732.53027,14732.53027
2021/1/1,14720.25,16238.45996,14720.25,15138.30957,15138.30957
2021/2/1,15176.55957,16579.16992,15089.95996,15953.79981,15953.79981
2021/3/1,16127.87012,16556.18945,15636.42969,16431.13086,16431.13086
2021/4/1,16538.2793,17709.23047,16496.16016,17566.66016,17566.66016
2021/5/1,17505.51953,17546.93945,15159.86035,17068.42969,17068.42969
2021/6/1,17098.49023,17797.26953,16775.84961,17755.46094,17755.46094
2021/7/1,17801.18945,18034.18945,16893.69922,17247.41016,17247.41016
2021/8/1,17256.60938,17643.9707,16248.08008,17490.28906,17490.28906
2021/9/1,17463.80078,17633.66992,16767.19922,16934.76953,16934.76953
2021/10/1,16883,17104.85938,16162.16992,16987.41016,16987.41016
2021/11/1,17021.76953,17986.17969,17021.76953,17427.75977,17427.75977
2021/12/1,17428.60938,18291.25,17374.58984,18218.83984,18218.83984
2022/1/1,18260.23047,18619.60938,17633.0293,17674.40039,17674.40039
2022/2/1,17750.69922,18338.05078,17554.9707,17652.17969,17652.17969
2022/3/1,17657.5,18026.0293,16764.7793,17693.4707,17693.4707
2022/4/1,17657.75977,17657.75977,16219.41016,16592.17969,16592.17969
2022/5/1,16593.21094,16783.7793,15616.67969,16056.08984,16056.08984
